baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oarb_101978_c1_g1	6.30689177076009	0.0299028569289038	0.5144842743658	0.0581220037595216	0.953651447552845	0.980779717422884
Oarb_101980_c0_g1	0.326703398439772	-0.0292990993531482	3.34372641053642	-0.00876240928708275	0.993008698379658	NA
Oarb_101989_c0_g1	4.45324283348217	-0.0917847745599071	0.723753107251329	-0.126817796898292	0.899084609580747	0.960585511213306
Oarb_102055_c0_g1	0.786431879304069	-1.51611757948855	2.06280954017421	-0.734977005856058	0.46235349813767	NA
Oarb_102060_c2_g1	1.11068117433885	-0.531212899652284	1.29692510251784	-0.409594122760822	0.682103708968035	NA
Oarb_102064_c1_g1	13.2273644805034	0.254904902298861	0.490799312703192	0.519366868903938	0.60350493060694	0.836642507350281
Oarb_102070_c1_g1	4.52049338010613	0.120766347077158	0.70430780193195	0.171468137575489	0.863855681915476	0.948931107004438
Oarb_102097_c0_g2	0.321657857229629	-1.1559995990729	2.47631431824999	-0.466822644667273	0.64062677317716	NA
Oarb_102120_c1_g1	0.462101681446241	0.375600022764247	1.80942091397731	0.207580237336064	0.835556736565674	NA
Oarb_102123_c0_g1	6.62530454838899	0.396053713773309	0.746788867170787	0.53034228439125	0.595874634419164	0.830923417047106
Oarb_102132_c3_g1	9.72887952559303	-2.48037762513339	0.549600259305255	-4.51305759620421	6.38996599807283e-06	0.000556215608927893
Oarb_102142_c0_g1	15.7280150801752	0.776639891775184	0.400749208523703	1.93796987057367	0.0526268985164584	0.266383066564789
Oarb_102145_c0_g2	1.12882121749133	-0.454083153092392	1.36153264515548	-0.333508825299256	0.738750228789208	NA
Oarb_102151_c0_g1	6.97277223590032	0.0894321737564329	0.907345106517112	0.0985646730379388	0.921483920225369	0.970028055458195
Oarb_102177_c0_g1	0.762322009329173	-1.6041739803426	1.93715669233106	-0.828107497288837	0.407609623970237	NA
Oarb_102177_c0_g2	0.507142265479625	0.494369542040566	1.7206488276536	0.287315769548818	0.773870549114862	NA
